"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"Anaerococcus.prevotii.tetradius",0.0309399543104833,8.07518041175534e-14,-0.0868881459353288,-4.15737175938262,3.42987888958049,0.458108378464905
"Peptoniphilus.asaccharolyticus.harei",0.0620960052845892,3.66379397337957e-10,-0.0845923912572003,-3.78707966032067,3.4424302698792,0.457400000143038
"Bifidobacterium.breve",0.100289958496454,0.000680409215125638,-0.0739387706620802,-4.65524262295367,3.58763026049731,0.459800000134872
"Anaerococcus.mediterraneensis",0.183051826576606,0.000421953081763378,-0.0722804766265291,-3.91420943989741,3.42127517034057,0.468106378830959
"Porphyromonas.uenonis",0.125552977013394,3.37705831498175e-05,0.0714523416894434,-3.56684005998362,4.1433274933664,0.463307338655216
"Bacteroides.vulgatus",0.335791518824557,0.00087697095587219,-0.0709425213438158,-4.11195339568065,3.852228045944,0.463507298662537
"Ruminococcaceae",0.169647164347209,0.00483171516540644,-0.0705068519265321,-4.03225797070773,3.83169939074988,0.466000000113859
"Peptoniphilus.harei.lacydonensis",0.110925056027445,0.00174053280519022,-0.0702053163702085,-4.10230647425069,3.41132730577795,0.465706858743079
"Dialister.micraerophilus",0.0800633376695097,2.07335113581258e-19,0.0692388857423082,-3.26781108587814,3.71442123887886,0.464600000118595
"Corynebacterium.coyleae",0.119847980498936,0.00635378442237702,-0.0691967917356976,-4.09403220219378,3.34686378451843,0.465706858743079
"Lactobacillus.gasseri",0.139234891783277,7.76734265521388e-08,-0.0666836259680416,-3.83993626816259,3.60206861500709,0.468906218860255
"Anaerococcus.provencensis",0.192358341858532,0.00354967458257214,-0.0666435432503414,-3.94055807973883,3.79369695782436,0.466706658779694
"Fenollaria.massiliensis.timonensis",0.237819186207147,0.0118860099228971,-0.0664993489310287,-3.78189056169896,3.33907084001927,0.468706258852931
"Anaerococcus.vaginalis",0.0664158173984741,0.000225802458054851,0.0626761568718715,-3.37093125834217,4.16402669583798,0.465600000115212
"Anaerococcus.octavius",0.297709285493298,0.00388649042499869,-0.0616149171992875,-3.95519065083223,3.70267459987735,0.46780000010778
"Peptostreptococcus.anaerobius",0.0313913490243409,4.62944237040924e-16,0.061120493853996,-3.42703034791115,4.43831762628849,0.468106378830959
"Streptococcus.anginosus",0.0583865784457579,1.12253696109707e-05,0.0608804719257794,-3.45760481429216,4.22079286643079,0.466600000111833
"Sneathia.sanguinegens",0.0307681415867505,5.9979045239285e-13,0.0608262420378698,-3.61698355012547,4.42889956487364,0.465106978721111
"Fastidiosipila.sanguinis",0.168595106031119,0.000702720057983905,-0.0595599291447731,-3.97020534077576,3.64133665604298,0.468106378830959
"Ezakiella",0.174525084809795,0.00317053703418725,-0.059444977558367,-4.19688406709496,3.60198660338983,0.472000000093627
"Peptoniphilus.lacrimalis",0.207228208326534,0.00688108527790947,0.0593773303719841,-3.53648720104783,3.99659850674716,0.4718000000943
"Corynebacterium.sundsvallense.thomssenii",0.137647110693437,0.0161797503402863,-0.0579370647478655,-4.27866662480925,3.54369978179055,0.470905818933504
"Murdochiella_asaccharolytica.Levyella_massiliensis",0.257775737828205,0.0264389851655127,-0.0560694344884957,-4.37833083478834,3.64285951022231,0.470905818933504
"Porphyromonas.asaccharolytica",0.404149544848353,0.036460180528574,0.0551446288884344,-3.92607005110528,3.84193446105328,0.471705658962805
"Sutterella",0.321495342630742,0.0427255327173221,0.0521213018759733,-3.63499876368484,3.86632520769951,0.47250549899211
"Lawsonella.clevelandensis",0.323505434727721,0.0140721254826372,-0.0505898469773982,-3.83202507968673,3.25894279123694,0.475904819116665
"Varibaculum.anthropi.cambriense",0.345385198411244,0.0384465826726963,-0.0485442584682106,-4.1922664661983,3.60795672260945,0.475000000083542
"Winkia.neuii",0.223467907202476,0.0059004270405429,-0.0483847654130176,-4.0585283623555,3.52395316138137,0.474705059072701
"Coriobacteriia",0.139664167396661,0.00232875007851454,0.0481376178844089,-3.6755930506296,4.27996550941466,0.473505299028741
"Porphyromonas",0.431299625030244,0.0307683250343794,0.0463417616041468,-3.62420437238049,4.18110141130608,0.476000000080185
"Lactobacillus.coleohominis",0.231304191670737,0.00325337336557954,-0.0445080942616009,-3.63106475846396,3.67134692675399,0.478904219226586
"Brevibacterium.ravenspurgense",0.252910536835467,0.0142216215789048,-0.0418490359237302,-4.38837884951619,3.7684040795282,0.475200000082871
"Streptococcus.mitis",0.195694924577287,0.0130982610983646,0.0374875859000109,-3.7171845659241,3.95612465562486,0.483000000056732
"Porphyromonas.bennonis",0.41595476872568,0.0465807804115422,-0.0371127795660569,-4.12164883654192,3.76928697129113,0.481303739314533
"Peptoniphilus.pacaensis",0.533594346418757,0.0418407008659577,-0.0355341810608905,-3.92740093352465,3.78069879543497,0.484303139424479
"Atopobium.vaginae",0.196686849004605,5.15872667042639e-12,0.0348567351754844,-3.34509371957225,3.62989700106419,0.484800000050714
"Corynebacterium.tuscaniense",0.287699838211648,0.0371918616704141,-0.034603807411719,-4.27902624781969,3.56157805105701,0.481600000061417
"Corynebacterium.senegalense",0.399243757351184,0.0464969820434121,-0.0334562138899798,-3.92551180831655,3.62168733746132,0.480303939277887
"Prevotella.bergensis",0.393934718522156,0.044770969249086,0.0327605356262487,-3.70959596059312,4.26808843977343,0.48270345936584
"Lactobacillus.iners",0.571470777682628,0.0108762853267087,0.00246175342133456,-3.74242192435742,3.51214657608436,0.499100179967006
