"feature_selected","we.eBH","wi.eBH","effect","effect.low","effect.high","overlap"
"Bacteroidales",0.00721794652304926,3.29884172842449e-16,0.0661609423920015,-3.80038556295203,4.20758686404678,0.46390721867718
"Bacteria..bacteria.",0.000271200989231383,6.23949925618635e-10,0.0657914900316421,-3.45653138117995,4.92003795534608,0.46230753861861
"Sneathia.amnii",0.00375811235221451,1.38043685943187e-15,0.0652787787104263,-3.41951802315197,4.22262827262315,0.464000000120626
"Anaerococcus.mediterraneensis",0.0497750515393004,2.04758849447143e-07,-0.0590892846193106,-3.88281096255689,3.32199844101679,0.472705458999436
"Finegoldia.magna",0.0983557593351216,2.60709454049005e-09,-0.0582514232116541,-3.75223193882634,3.40993617419133,0.473400000088918
"Prevotella.bergensis",0.285339935615757,0.0252740229576039,0.0530967138863252,-3.64758141964106,3.91140916869453,0.471400000095647
"Mycoplasma.hominis",0.00506817915486942,7.84356353171719e-11,0.0514991956854564,-3.60528422071018,4.22808161286294,0.472200000092954
"Porphyromonas",0.248174178111035,0.00492433508283293,0.0513040562226292,-3.81542180223626,4.2652666519455,0.473600000088246
"Porphyromonas.uenonis",0.121564426025264,3.00970518566829e-05,0.0504787658176928,-3.6834654688512,3.90653246565134,0.473105379014088
"unclassified.Bacteroidales",0.144318422704423,1.11258265143081e-05,0.0468252119777193,-3.67447256144462,4.3259256113552,0.474400000085558
"Prevotella.bivia",0.00197289150397392,8.57809290596515e-13,0.0465457420429272,-3.37899849989033,3.94769176057412,0.475400000082199
"Peptostreptococcus.anaerobius",0.114565803309826,0.000213283514159566,0.0453138318452405,-3.55129390558909,4.30242276347264,0.47550489910201
"Prevotella.amnii",0.412541905308734,0.00958259908312376,0.0452081791463585,-3.78854402045854,4.00557294608142,0.477304539167959
"Prevotella.timonensis",0.148770303910965,0.000691419177412687,0.0442112003045162,-3.44650526056654,3.70350500213913,0.479504099248571
"Prevotella.disiens",0.128182811346649,0.00721407705885968,0.0434744462906282,-3.46547261113819,4.11516248171656,0.477704459182615
"Dialister",0.364971134791729,0.0270300524350027,0.0422951458670799,-3.55819643963357,3.73324744486335,0.480600000064764
"Mobiluncus.curtisii",0.117275900710466,0.00338987380555942,0.0349944613336357,-3.84544921650707,3.92235003192125,0.480400000065433
"Aerococcus.christensenii",0.435649718007645,0.00484945437599288,0.0348951816260466,-3.3666057745034,3.74715976240157,0.483303339387829
"Anaerococcus.prevotii.tetradius",0.282283381298565,0.0224482184599906,-0.0331104847061179,-3.68645771999348,3.4388950330868,0.485200000049376
"Sutterella",0.380035057599526,0.0236799939690396,0.0294279875985932,-3.71095741526984,3.93088586402632,0.483600000054725
"Prevotella.corporis",0.175873131931974,0.011867446473507,0.0257222596055834,-3.45613489144133,4.12290115992018,0.488302339571091
"Anaerococcus.vaginalis",0.178293737851532,0.0193411457558263,0.0250602427770219,-3.56879099965599,4.01064843651596,0.48790241955643
"Lactobacillus.iners",0.0823976808337373,7.38222244115533e-10,-0.0249874684991688,-3.99404572212189,3.55033075010837,0.485200000049376
"Ureaplasma",0.206356908458664,0.00611539306166801,0.0247272896664936,-3.57035216642906,3.7891257124646,0.485800000047372
"Peptoniphilus.coxii",0.222486431338716,0.00697162540573098,0.0214901688696057,-3.56706256021977,3.70129985556355,0.490501899651735
"Lactobacillus.johnsonii",0.566776819641794,0.0258486633379749,0.0178700468806148,-4.04398528194902,4.16372697720546,0.49100000003001
