"","id","score"
"pt__00265",265,0.00137837258347647
"pt__00263",263,0.00137876453816884
"pt__08055",8055,0.00136868879694746
"pt__01486",1486,0.00136774799942037
"pt__01178",1178,0.00136476379434745
"pt__07846",7846,0.00136521742525595
"pt__00053",53,0.00136481600926192
"pt__00089",89,0.00135918313148025
"pt__00470",470,0.00135438778559388
"pt__06658",6658,0.00135615790486794
"pt__02130",2130,0.00135414846528224
"pt__01584",1584,0.00134303614496586
"pt__01817",1817,0.00134250151744277
"pt__08710",8710,0.00134226187421223
"pt__01886",1886,0.00133677567460861
"pt__01063",1063,0.00133655209507458
"pt__00830",830,0.0013373482487397
"pt__07543",7543,0.00133926127099256
"pt__00517",517,0.00133769777665755
"pt__00378",378,0.00133696477897432
"pt__00772",772,0.00133291402773053
"pt__02567",2567,0.00132603268264989
"pt__09042",9042,0.00132569382245261
"pt__08280",8280,0.00132579328296004
"pt__01080",1080,0.0013257306373675
"pt__01845",1845,0.00132358053582499
"pt__09509",9509,0.00132546971097106
"pt__00464",464,0.00132416324359034
"pt__01065",1065,0.00132377272927145
"pt__00526",526,0.00132210626508142
"pt__07823",7823,0.00132171331500104
"pt__01001",1001,0.00131785649020728
"pt__02955",2955,0.00131825946895336
"pt__01455",1455,0.00131554556357668
"pt__06237",6237,0.00131508355282396
"pt__00014",14,0.00131737165250369
"pt__01344",1344,0.00131557316611761
"pt__06175",6175,0.00131315722168231
"pt__04826",4826,0.00131190566033302
"pt__08896",8896,0.00131218673901665
"pt__00618",618,0.0013110298586417
"pt__06929",6929,0.00131173609852398
"pt__00815",815,0.00131050387425166
"pt__01366",1366,0.0013074827341948
"pt__09538",9538,0.00130816904722074
"pt__04770",4770,0.00130798157623411
"pt__06888",6888,0.00130838782509161
"pt__01782",1782,0.00130731268296387
"pt__05995",5995,0.00130604775073113
"pt__03509",3509,0.00130521516757506
"pt__00466",466,0.00130541834552006
"pt__00058",58,0.00130262317119392
"pt__00867",867,0.00130066221684157
"pt__07170",7170,0.00130137212910658
"pt__05592",5592,0.00130066584040507
"pt__00328",328,0.00130258570708887
"pt__00281",281,0.00129703870397209
"pt__00062",62,0.00129851168368718
"pt__05488",5488,0.00129818843246113
"pt__00922",922,0.00129330563240431
"pt__00644",644,0.00129309663906762
"pt__00816",816,0.00129099989016045
"pt__02257",2257,0.001290207994661
"pt__05732",5732,0.00128382976426449
"pt__00223",223,0.0012818387409097
"pt__01655",1655,0.00128227840440013
"pt__00439",439,0.00127503945156821
"pt__00005",5,0.00127471952019492
"pt__07456",7456,0.00127464160500844
"pt__00485",485,0.00127354595143076
"pt__00188",188,0.00127362408442898
"pt__00345",345,0.00127313494260028
"pt__00104",104,0.00127330007408852
"pt__00342",342,0.00127351970262523
"pt__00934",934,0.00126930956398735
"pt__02427",2427,0.00126722903706769
"pt__06225",6225,0.00126522439886898
"pt__09119",9119,0.00126336404682348
"pt__09464",9464,0.00126225790441764
"pt__00211",211,0.00125984070991192
"pt__05501",5501,0.00126074874788699
"pt__01523",1523,0.00125889023414149
"pt__02689",2689,0.00126040289550706
"pt__00699",699,0.001259474214333
"pt__00799",799,0.00125418582936781
"pt__00666",666,0.00125372082248955
"pt__02346",2346,0.00125205735064401
"pt__08872",8872,0.00125001887153049
"pt__00076",76,0.00124932604206361
"pt__00484",484,0.00124612354445356
"pt__03551",3551,0.00124443065292354
"pt__00549",549,0.0012439525166159
"pt__03792",3792,0.00124225578174777
"pt__00159",159,0.0012418703888616
"pt__00759",759,0.00124002377868925
"pt__00668",668,0.00124095762157974
"pt__06338",6338,0.00123932147100461
"pt__00123",123,0.00123947870324923
"pt__08638",8638,0.0012355985154611
"pt__06624",6624,0.00123522531681715
"pt__00427",427,0.00123423791291715
"pt__00410",410,0.00123367411204541
"pt__00459",459,0.00122738110020265
"pt__00858",858,0.00122702521035113
"pt__06008",6008,0.00122702376277075
"pt__03769",3769,0.00122484472744041
"pt__02910",2910,0.00122165562749304
"pt__00607",607,0.00121968151823938
"pt__02063",2063,0.00121935713099359
"pt__08640",8640,0.00121394801397969
"pt__07678",7678,0.00121473894390062
"pt__01544",1544,0.00120908375463664
"pt__01930",1930,0.00121036937109663
"pt__05338",5338,0.00120915797915373
"pt__02174",2174,0.00120843117200809
"pt__00903",903,0.00120682369206365
"pt__03451",3451,0.00120593887910381
"pt__00529",529,0.00120459244179004
"pt__03011",3011,0.00120485319896713
"pt__05780",5780,0.00120019776459504
"pt__00784",784,0.00119756858028879
"pt__07605",7605,0.00119702987508287
"pt__02088",2088,0.00119707044829063
"pt__00202",202,0.0011952385939131
"pt__06150",6150,0.00119633582099465
"pt__00172",172,0.0011942346080829
"pt__07451",7451,0.00119418648720949
"pt__08548",8548,0.00119198437569762
"pt__01865",1865,0.00119057959425391
"pt__00949",949,0.00118982652525095
"pt__08187",8187,0.00118597996849195
"pt__05080",5080,0.00118300923482753
"pt__00238",238,0.00117960520087868
"pt__00326",326,0.00117508589315759
"pt__02374",2374,0.0011744405838827
"pt__01042",1042,0.00117258933399724
"pt__03396",3396,0.00116888542865474
"pt__08385",8385,0.00116892401303098
"pt__08752",8752,0.00116869087357529
"pt__07386",7386,0.00116757631928853
"pt__06302",6302,0.00116559571595754
"pt__00461",461,0.00116193460169893
"pt__01602",1602,0.0011621926893086
"pt__06836",6836,0.0011626324851147
"pt__00796",796,0.00116262266681072
"pt__00052",52,0.00116245351429694
"pt__02168",2168,0.00116099058069158
"pt__00472",472,0.00115764700116791
"pt__01200",1200,0.00115731603063206
"pt__00652",652,0.00115448689190635
"pt__00871",871,0.00115363762834967
"pt__00505",505,0.00115197967692811
"pt__00971",971,0.00115256124096343
"pt__00647",647,0.00114985126364554
"pt__08481",8481,0.00114740727537772
"pt__01564",1564,0.00114728665856557
"pt__02618",2618,0.00114509817182778
"pt__04745",4745,0.00114306669968039
"pt__00084",84,0.00114357601790786
"pt__00664",664,0.00114207262760027
"pt__02026",2026,0.00113915958096339
"pt__02298",2298,0.00113966137087994
"pt__04210",4210,0.00113999416320292
"pt__05664",5664,0.00113997684948933
"pt__02073",2073,0.00114073972685616
"pt__04584",4584,0.0011377178575637
"pt__08038",8038,0.00113434776964291
"pt__06057",6057,0.0011329849957131
"pt__00244",244,0.00113444068157614
"pt__00067",67,0.0011327036618045
"pt__08800",8800,0.00113208178388998
"pt__00112",112,0.00113250107801947
"pt__00040",40,0.00112986696885876
"pt__00061",61,0.00112827577199227
"pt__05327",5327,0.00112835989243555
"pt__02570",2570,0.00112874973903612
"pt__02716",2716,0.00112738233649006
"pt__06396",6396,0.00112758823781124
"pt__04183",4183,0.00112651006882449
"pt__06264",6264,0.00112674913501577
"pt__00912",912,0.00112437782178824
"pt__02200",2200,0.00112443865879643
"pt__00115",115,0.00112324586462827
"pt__00739",739,0.0011229108583674
"pt__07200",7200,0.00112336187053611
"pt__00015",15,0.00112243755935368
"pt__00228",228,0.00112305893295253
"pt__03569",3569,0.00112120889007927
"pt__01792",1792,0.00111704323733234
"pt__00540",540,0.00111521503397584
"pt__03665",3665,0.001113292262742
"pt__00213",213,0.00111368837420251
"pt__01831",1831,0.00111446904087904
"pt__09384",9384,0.00111163793936428
"pt__01597",1597,0.00111092344837922
"pt__00442",442,0.0011106185834547
"pt__03318",3318,0.00111055205441717
"pt__00964",964,0.00111002547178352
"pt__05200",5200,0.00111017912684485
"pt__02022",2022,0.00110895910090784
"pt__00139",139,0.00110399105876663
"pt__07562",7562,0.00110408818753616
"pt__07149",7149,0.00110269353337703
"pt__00017",17,0.00110323987087065
"pt__01160",1160,0.00110190589435846
"pt__07111",7111,0.0011016885933632
"pt__00315",315,0.00110099412360834
"pt__08361",8361,0.00109986069540215
"pt__00335",335,0.00109960993974923
"pt__08437",8437,0.00109854095860021
"pt__00377",377,0.00109667112424314
"pt__00489",489,0.00109529878861462
"pt__07725",7725,0.00109142980297387
"pt__05267",5267,0.00109047601108438
"pt__00531",531,0.00108880242764683
"pt__06061",6061,0.00108749015126734
"pt__00893",893,0.00108609265755456
"pt__07838",7838,0.00108640562663721
"pt__02782",2782,0.00108605384151262
"pt__00551",551,0.00108446561227103
"pt__00548",548,0.00108458763857261
"pt__07460",7460,0.00108228737262977
"pt__02669",2669,0.00108202572184032
