"","id","score"
"Bacteroidales.Fusobacteriales",261,0.00164191022885212
"Metaprevotella",1179,0.00163604616676754
"Phascolarctobacterium.faecium",1474,0.00163257436734012
"Staphylococcus.simulans",1896,0.00161903165879254
"Winkia.neuii",2078,0.00161478657961053
"Micrococcus.lylae",1211,0.00160427926474802
"Corynebacterium.imitans",598,0.00157423915147283
"Streptococcus.salivarius.thermophilus",1940,0.0015756667485151
"Planctomycetia.Phycisphaerae",1495,0.00154783150819081
"Sphingomonas.paucimobilis",1848,0.00155430241196947
"Clostridiales",521,0.00155557441973676
"Prevotella.melaninogenica",1552,0.00154511216302197
"Varibaculum_cambriense.Neisseria_perflava",2045,0.0015232562769945
"Micrococcaceae",1204,0.00152512285672365
"Haemophilus.parainfluenzae.pittmaniae",917,0.00152753485904061
"Prevotella.scopos",1566,0.00152747369027835
"Murdochiella.asaccharolytica",1250,0.00152838414792797
"Prevotella.melaninogenica.scopos",1553,0.00152767644884893
"Peptococcus.niger",1437,0.00152927406291879
"Herbaspirillum.huttiense",935,0.00153367230077246
"Alloprevotella",145,0.00152949777767556
"Candidatus.Mycoplasma.girerdii",421,0.00152829894973517
"Cutibacterium.acnes",643,0.00151353277286137
"Prevotella.pleuritidis",1563,0.00151170088571187
"Bilophila.wadsworthia",324,0.00151110502175467
"Atopobiaceae.Coriobacteriaceae",224,0.0014906404790545
"Lactobacillus.jensenii",1064,0.00149789306561801
"Actinotignum.timonense",90,0.00148969815186694
"Tepidimonas.aquatica",1973,0.00148202003459948
"Haemophilus.sputorum",920,0.00147693337441499
"Clostridiales.incertae.sedis",523,0.00146218410049952
"Actinomyces.oris.viscosus",75,0.00146523811197651
"Planctomycetes..Planctomycetes.",1486,0.00144544778978372
"Acinetobacter.parvus",53,0.00144655256115497
"Bacteroides.vulgatus",291,0.00145329785337458
"Faucicola",815,0.0014395003863357
"Leucobacter",1113,0.00143605057158074
"Anaerococcus.hydrogenalis.jeddahensis",166,0.00141884878786369
"Mycoplasma.hominis",1266,0.00142118353177321
"Planctomycetes_.Planctomycetes..Euryarchaeota",1489,0.00140902604118431
"Spirochaetaceae",1859,0.0014042460685177
"FCB.group",798,0.00139228316064919
"Clavibacter.michiganensis",512,0.00139968221053983
"Veillonella.atypica.dispar",2051,0.00139663917017741
"Anaerococcus.vaginalis",185,0.00138573428295822
"Streptococcus.sanguinis",1942,0.00138503649810497
"Bulleidia",381,0.00138539352975598
"Shigella.flexneri",1793,0.00137587224788475
"unclassified.Clostridiales",2112,0.00137460887778766
"Fenollaria.massiliensis",817,0.0013758672820397
"Enterobacter.mori",738,0.00137049300324147
"Anaerococcus.marasmi.prevotii",172,0.00137514988170457
"Butyrivibrio.crossotus",395,0.0013637227163971
"Geminicoccaceae",884,0.00136071249181648
"Campylobacter",399,0.00135301346420845
"Gleimia.europaea",894,0.00135248161049644
"Fusobacterium.nucleatum",868,0.00135913305224666
"Bacteroides.fragilis",277,0.00133733613584053
"Prevotella.oulorum",1560,0.00134060592192081
"Trueperella.bernardiae.pyogenes",2012,0.00133250412452485
"Enterococcus.faecium",757,0.00133262365578859
"Haemophilus.parainfluenzae",916,0.00133373714891927
"Prevotella.oris",1559,0.00132867907386715
"Atopobium.parvulum",228,0.00132472760780987
"Parachlamydiaceae",1398,0.00132776835561982
"Lachnoclostridium",1021,0.00131211074288448
"Saccharofermentans",1757,0.0013063670143311
"Acidovorax.caeni",29,0.00130304611600244
"Cutibacterium.granulosum",645,0.00129834681163215
"Gardnerella",875,0.00126482406969377
"Dermabacter.jinjuensis",671,0.00125253218212862
"Peptoniphilaceae.Tissierellaceae",1441,0.00125553085204308
"Streptococcus.oralis",1932,0.00125004810443985
"Rhodobacteraceae.Phyllobacteriaceae",1703,0.00124884644399235
"Atopobium.rimae",229,0.00124751615895262
"Tissierellaceae",1996,0.00124862874515339
"Micrococcaceae.Parachlamydiaceae",1205,0.00124723451270185
"Bacteroides.salyersiae",287,0.00124813177134791
"Lachnoanaerobaculum.orale",1015,0.0012489246983386
"Lactobacillus.crispatus",1051,0.00125352523171177
"Fluviicola",847,0.00124857107669136
"Acinetobacter.bereziniae.guillouiae",38,0.0012281586614571
"Catenibacterium",452,0.00122866724003907
"Rothia..high.GC.Gram..",1733,0.00122571557089606
"Synergistaceae",1957,0.00122093525528421
"Gammaproteobacteria.Alphaproteobacteria",873,0.00121646223056638
"Acinetobacter.ursingii",57,0.00121344275360649
"Fusobacterium.periodonticum",870,0.00121448285290548
"Anaerostipes.hadrus",195,0.00121419772063226
"Actinomycetaceae",83,0.00121142155963813
"Acinetobacter.baumannii.calcoaceticus",37,0.00120981791023975
"Porphyromonas.asaccharolytica",1513,0.00120680161448079
"Neisseria.flava",1289,0.00121089434756978
"X.Eubacterium..yurii",2102,0.00121173604548397
"Veillonella.atypica",2050,0.00120528019922724
"Aerococcus.urinae",98,0.00120773103124916
"Xanthomonas.axonopodis",2083,0.0011971211461242
"Pseudomonas.monteilii.putida",1640,0.00119224168311158
"Corynebacterium.mycetoides",608,0.00118293110155881
"Neisseriaceae",1304,0.00117501774858985
"Veillonella.parvula.tobetsuensis",2060,0.00117248999168546
"Rhodobacteraceae.Cardiobacteriaceae",1701,0.00117134171538292
"Prevotella.disiens",1541,0.00117442590352388
"Corynebacterium.amycolatum",576,0.00117501377357501
"Nosocomiicoccus.massiliensis",1322,0.00117447425821308
"Bacillus..firmicutes.",245,0.00117374930316352
"Delftia",665,0.0011714283661644
"Sediminibacterium",1771,0.00117382982787968
"Corynebacterium.jeikeium",599,0.00117580513632745
"Pseudopropionibacterium.massiliense",1657,0.0011682191064627
"Mageeibacillus.indolicus",1138,0.00116075806424032
"Phycisphaerae",1482,0.00116073215549368
"Kocuria.palustris",1006,0.00116064899796573
"Ureaplasma",2023,0.00116294304471518
"Lactobacillales",1040,0.00115486404356553
"Sutterella.wadsworthensis",1955,0.00115564817141844
"Pseudomonas.aeruginosa",1618,0.00115318032916338
"Prevotella.colorans",1536,0.00115549127207967
"Staphylococcus.lugdunensis",1892,0.00113607604000299
"Jeotgalicoccus",980,0.00113601351746845
"Streptococcus.parasanguinis",1933,0.00113575683683416
"Eubacterium",781,0.00113388703491682
"Lactococcus.lactis",1084,0.00113606414960431
"Levyella",1119,0.00112596858478161
"Prevotella.salivae",1565,0.00112705962502381
"Comamonas.testosteroni",557,0.00112700553336541
"Paracoccus..a.proteobacteria.",1399,0.0011201006018247
"Peptoniphilaceae",1439,0.00111684274347609
"Bacilli",244,0.00111695530043961
"Pseudoglutamicibacter.albus",1612,0.00110764095036792
"Sneathia",1810,0.00110313741482158
"Actinomyces.massiliensis",72,0.00110354425600658
"Neisseria.perflava",1301,0.00110088997327555
"Dialister.invisus",693,0.00110006839391469
"Mobiluncus.curtisii.holmesii",1224,0.0010985033681362
"Acinetobacter.lwoffii",51,0.00109341899197596
"Clostridium",528,0.00109225284131601
"Shigella.flexneri.sonnei",1794,0.00108275852982236
"Pseudoclavibacter.bifida",1608,0.00108275985817389
"Mogibacterium.pumilum",1231,0.00108368270828291
"Lactobacillus",1041,0.00108050471488799
"Curvibacter.lanceolatus",641,0.00107641145786466
"Prevotella.jejuni",1548,0.00107668016726545
"Clostridium.Tindallia",540,0.00107914479375438
"Veillonella.parvula",2059,0.00107038972700516
"Finegoldia.magna",823,0.00107142888908537
"Methylorubrum.rhodesianum",1196,0.00107213135283331
"Anaerotignum.lactatifermentans",198,0.00107260349562216
"Cryptobacterium.curtum",638,0.00106816691635756
"Terrisporobacter.glycolicus",1980,0.00106171064117112
"Eikenella",722,0.00106203949659974
"Dermabacter.hominis.jinjuensis",670,0.00106182653784143
"Ureaplasma.parvum.urealyticum",2025,0.00105867215256087
"Fusobacterium.equinum.gonidiaformans",864,0.0010537318319772
"Casaltella",449,0.00105403556665059
"Aerococcus",95,0.00105350991072413
"Muribaculaceae",1254,0.00105235283548945
"Acidovorax.temperans",32,0.00105099649805762
"Capnocytophaga.leadbetteri",439,0.00105158848377778
"Peptoniphilus.duerdenii",1448,0.00104982779365047
"Citrobacter.koseri",511,0.00104506226063845
"Dialister.pneumosintes",695,0.00104586890128105
"Hungateiclostridiaceae",948,0.00104031671885769
"Bacteroides.dorei",272,0.00103764891252921
"Mycolicibacterium.mucogenicum",1262,0.00103556806582849
"Corynebacterium.kroppenstedtii",600,0.00103704803741726
"Dermacoccus.nishinomiyaensis",673,0.0010369533641616
"Desulfatiglans",675,0.00103454802879422
"Dialister",691,0.00102586547649876
"Leuconostoc.mesenteroides",1117,0.00102313686956146
"Corynebacterium.matruchotii",604,0.00102480788654463
"Ureaplasma.urealyticum",2026,0.00102301941491435
"Varibaculum",2036,0.00101605968830797
"Bacteroidetes.Chlorobi.group",297,0.00101219730491536
"Eubacterium.ventriosum",784,0.00101286422024299
"Streptococcus.infantis",1925,0.00101407643004183
"Prevotellaceae.Bacteroidaceae",1574,0.0010094335284958
"Brachybacterium.timonense",352,0.00101142775868244
"Bifidobacterium.pseudocatenulatum",320,0.00101239263752701
"Prevotella.corporis",1539,0.00100907466459229
"Porphyromonas.endodontalis",1518,0.00100883934702299
"Prevotella.copri",1538,0.00100885785578036
"Comamonas.aquatica",550,0.00100454481563128
"Rubrobacteria",1743,0.00099928256828785
"Corynebacterium",573,0.000999758849867703
"Modestobacter",1227,0.00100051794516984
"Ureaplasma.parvum",2024,0.000992688241341014
"Shigella",1791,0.000989738776259824
"Prevotella.histicola.veroralis",1545,0.000987679454140979
"Staphylococcus.cohnii",1882,0.000985576238150357
"Urinicoccus",2028,0.000981270816340956
"Ruminococcus.callidus",1750,0.000980307252401039
"Proteobacteria.Chloroflexi_.Chloroflexi.",1593,0.000979372800783996
"Tumebacillus",2015,0.000974035515866757
"Chryseobacterium.bernardetii",492,0.000974275313908441
"Methanobrevibacter.smithii",1180,0.000975320733155804
"Haemophilus.haemolyticus.influenzae",913,0.000974401472930445
"Clostridium.colicanis",532,0.000975095010807827
"Khoudiadiopia",986,0.000972302543239116
"Corynebacterium.sundsvallense",623,0.000966040346168943
"Gulosibacter",908,0.000964905091312994
"Caldicellulosiruptor.acetigenus",398,0.00096543580428381
"X.Eubacterium..saphenum",2099,0.000965753916625148
"Roseomonas.mucosa",1732,0.000961931635164035
"Holosporaceae",942,0.000961274128482199
"Veillonella.dispar.parvula",2056,0.000959512006723908
"Enterocloster.asparagiformis.lavalensis",747,0.000959243624044138
"Facklamia.languida",803,0.000958274520477614
"Enterobacter_cloacae.Escherichia_coli",740,0.000952235329903967
"Methylobacillus",1181,0.000948993231172204
"Dietzia.timorensis",701,0.000947870388067841
"Pseudomonas.fluorescens.group",1626,0.000946658372723135
"unclassified.Lachnospiraceae",2114,0.000946042997923047
"Mobiluncus",1222,0.000945530757985571
"Dorea",703,0.000945979470674613
"Vallitalea.Corynebacterium",2033,0.000945393915577111
"Cloacibacterium",514,0.00094022030231492
"Haematobacter",910,0.000939710236585444
"Brachymonas.denitrificans",353,0.00093954811413094
"Alicyclobacillaceae",131,0.000940185807906591
"Corynebacterium.simulans",620,0.000939202207507007
"unclassified.Bacteroidales",2110,0.000934089952001743
"Escherichia_coli.Shigella_flexneri",775,0.00093338477270335
"Arcanobacterium.ihumii",214,0.00093078055389408
"Facklamia",800,0.000929368362239195
"Prevotella.bergensis",1528,0.000929611175059279
"Lachnospiraceae.Hungateiclostridiaceae",1033,0.000926514188910091
"Chlamydiia",471,0.000925466792317902
"Treponema",1998,0.000914707440836492
"Klebsiella",992,0.000910097100873576
"Prevotella.marshii",1551,0.000910967158598127
"Sphingomonas",1837,0.000908403763411061
"Fusicatenibacter.saccharivorans",859,0.000910057431636313
"Campylobacter.hominis",405,0.000910409814207137
"Azospira.oryzae",238,0.000906611226233607
"Haemophilus.haemolyticus",912,0.000907402663571066
"Treponema.amylovorum",1999,0.000907821521356866
"Facklamia.hominis",801,0.000905778863751456
"Lachnoanaerobaculum",1013,0.000904851081893688
"Prochlorococcus.marinus",1584,0.000904369327109048
"Conchiformibius.steedae",558,0.000901397748998357
"Hungatella.hathewayi",953,0.000901097641858395
"Spartobacteria",1818,0.000900289930243883
"Lactobacillus.coleohominis",1050,0.000897865894768348
"Pseudomonas.protegens",1646,0.000895631975906196
"Pseudomonas.putida",1647,0.00089364502790843
"Bacteroides.nordii",282,0.000890743963778212
"Gemella",877,0.000885411818962202
"Bacteroides.cellulosilyticus.intestinalis",269,0.000885498268468417
"Campylobacter.gracilis",403,0.000885735777027582
"Oligella.urethralis",1343,0.0008845068027674
"Chloroflexi..Chloroflexi.",474,0.00088416492174832
"Comamonas.aquatica.jiangduensis.kerstersii",551,0.000871884037571259
"Ralstonia.insidiosa.pickettii",1682,0.000869405021030927
"Corynebacterium.pyruviciproducens",617,0.000868060386689962
"Anaerotruncus.colihominis",200,0.000865497155817455
"Lautropia",1090,0.000866690845808979
"Corynebacterium.thomssenii",625,0.000863448687061389
"Lactobacillus.rhamnosus",1076,0.000859500980846674
"Prevotella.buccae.nigrescens",1534,0.000853977444921759
"X.Propionibacterium..humerusii",2103,0.000851671339776351
"Bacteroidales",259,0.000847095488611345
"Alistipes.putredinis",139,0.000844068301536766
"Streptococcus.halichoeri",1924,0.000844170420854169
"Eikenella.corrodens",723,0.000844383911117662
"Verrucomicrobiales",2068,0.000841815902985558
"Syntrophococcus",1961,0.000840563265626624
"Catonella.morbi",454,0.00083912081267358
"Cytophagaceae",651,0.000834880808398923
"Alysiella",160,0.000833266168576249
"Lactobacillus.casei.group",1048,0.000831650401414123
"Staphylococcus.haemolyticus",1887,0.000830267393033519
"Abiotrophia.defectiva",3,0.000828610777610908
"Pseudarcicella.hirudinis",1601,0.000829013785521861
"Duncaniella",709,0.000826264083856099
"Trueperella.bernardiae",2011,0.000823449249199194
"Eggerthellaceae",717,0.000824236199471541
"Clostridiaceae.Ruminococcaceae",520,0.000820353461203141
"Pelomonas.aquatica",1428,0.000820206364442406
"Lactobacillus.johnsonii",1066,0.000818766165441675
"Brevibacterium",361,0.000818413287116311
"Pseudomonas.fluorescens.veronii",1629,0.000818329395647003
"Leadbetterella.byssophila",1096,0.000818245900375536
"Staphylococcus.epidermidis",1884,0.000813125292160303
"Streptococcus.mitis",1927,0.000810172440842926
"Lautropia.mirabilis",1092,0.000808714887384425
"Rhodobacteraceae",1700,0.000806900705634815
"Cyanobacteria.Melainabacteria.group",647,0.00080472067211721
"Enterobacter.hormaechei",736,0.000803806091559662
"Corynebacterium.otitidis",611,0.000803447384034002
"Brochothrix.thermosphacta",377,0.000797438816165804
"Corynebacterium.coyleae",583,0.000795555190395664
"Stomatobaculum.longum",1908,0.000794016650793644
"Chryseobacterium.hominis",497,0.000793303066928435
"Propionimicrobium.lymphophilum",1589,0.000794659436319537
"Dorea.longicatena",705,0.0007933292221686
"Pseudoglutamicibacter.cumminsii",1614,0.000789699650055786
"Veillonella.dispar",2055,0.000787733775384263
"Oligoflexia",1345,0.000781256440509725
"Eggerthia.catenaformis",721,0.000781309326593934
"unclassified.Ruminococcaceae",2116,0.000780555149657392
"Neisseria.mucosa",1297,0.000780402454752369
"Neisseriales",1305,0.000780852261592643
"Streptococcus.agalactiae",1912,0.000780406509646282
"Pseudomonas.plecoglossicida.putida",1645,0.000779631399507914
"Ochrobactrum",1335,0.000777160818767509
"Staphylococcus.hominis",1889,0.000775643514901222
"Blautia.obeum.wexlerae",341,0.00077554965665211
"Slackia",1806,0.000775553591384918
"Cyanobacteria",646,0.000775442661582014
"Gemella.asaccharolytica",878,0.000774617090658593
"Prevotella.denticola",1540,0.000774296394410246
"Fusobacterium",862,0.000769105011716837
"Undibacterium",2022,0.000769581166640014
"Alistipes.shahii",140,0.000770166905010776
"Bifidobacterium",311,0.000769310840531043
"Lactobacillus.oris.reuteri",1069,0.000768237617291548
"Ndongobacter.massiliensis",1277,0.000761110017703465
"Kluyvera.ascorbata",1000,0.000760586883483111
"Alloscardovia.omnicolens",151,0.000760479022949388
"Corynebacterium.neomassiliense.variabile",610,0.000760475430857815
"Chryseobacterium",490,0.00076049302816786
"Bifidobacteriaceae",310,0.000757334698904948
"Anaerococcus.prevotii.tetradius",177,0.000757874233973951
"Porphyromonas.uenonis",1521,0.000757025291842653
"Oribacterium.asaccharolyticum",1356,0.000753707981531549
"Chryseobacterium.indologenes",498,0.000753143165280228
"Flavobacteriales",831,0.000749539046436668
"Mediterraneibacter",1164,0.000749530832581334
"Succiniclasticum",1951,0.000750015514682557
"Acidovorax.wautersii",33,0.000750461198359654
"Merdibacter.massiliensis",1174,0.000749279271235754
"X.Clostridium..symbiosum",2094,0.000749029898240411
"Peptoniphilus.asaccharolyticus.harei",1444,0.000747482189525465
"Leptotrichia.hongkongensis",1105,0.000743700489484285
"Ezakiella.massiliensis",796,0.000739642637660985
"Blautia.hominis.massiliensis",336,0.000738477284432164
"Actinomyces.Corynebacterium",79,0.000737150988139614
"Bulleidia.extructa",382,0.00073476657581624
"Leuconostoc.gelidum",1116,0.000732140313387941
"Candidatus.Planktophila",429,0.000730050011516229
"Roseburia",1724,0.000729550319104735
"Finegoldia",822,0.000729701123851056
"Brevundimonas",369,0.000724409206962481
"Christensenellaceae",485,0.000724315002439239
"Corynebacterium.pseudogenitalium",615,0.000722131622709554
"Peptostreptococcus.anaerobius",1467,0.000719777264014123
"Peptoniphilus.lacydonensis",1455,0.000718312533337324
"Acinetobacter.junii",50,0.000718070949766224
"Bacteroides.coprocola",270,0.000717128602589765
"Terrabacteria.group",1976,0.000715527757205951
"Trichococcus",2008,0.000715305331191123
"Sphingomonas.desiccabilis",1841,0.000714856808013807
"Prevotella.histicola",1544,0.000714857279899409
"Anaeroglobus",189,0.000714807301862745
"Pseudoglutamicibacter",1611,0.000715035968280207
"Staphylococcus.epidermidis.lugdunensis",1886,0.000713674543525826
"Desulfobulbus.oralis",683,0.00071338943685328
"Serratia.marcescens",1785,0.000712775605488234
"Enterococcus.faecalis",755,0.000712818907212158
"Chroococcales",487,0.00071105950282614
"Paraprevotella",1407,0.000710940862444017
"Solirubrobacterales",1815,0.00071042189852183
"Bifidobacterium.longum",319,0.000707808601363714
"Ruthenibacterium.lactatiformans",1756,0.000708022183832774
"Solirubrobacter",1814,0.000707729868580101
"Olsenella.urininfantis",1352,0.00070306610839489
"Acidimicrobiales",22,0.000701740224210639
"Megasphaera.micronuciformis",1170,0.000702780954976291
"Phascolarctobacterium.succinatutens",1475,0.000699438609555922
"Psychrobacter.faecalis.pulmonis",1671,0.000697607262362093
"Colibacter.massiliensis",541,0.000697813939648369
"Veillonella.montpellierensis",2058,0.00069735895074671
"Kluyvera",999,0.000696006559605659
"Lachnospiraceae",1027,0.000696504384896455
"Saccharofermentans.acetigenes",1758,0.000695544658179306
"Actinotignum.schaalii",88,0.000694774033848201
"Actinomyces.naeslundii",73,0.000694412249846049
"Desulfovibrio.piger",688,0.000689086942593499
"Stenotrophomonas.maltophilia",1902,0.000688975514256447
"Lysobacter",1133,0.000688464417675416
"Acinetobacter.calcoaceticus.pittii",42,0.000687499856128703
"Afipia.birgiae",111,0.000687429735135751
"Peptoniphilus.lacrimalis",1454,0.000686446872376421
"Alphaproteobacteria.Erysipelotrichia",154,0.000686203221668599
"Staphylococcus.auricularis",1876,0.000686136377087277
"Escherichia.coli.fergusonii",772,0.00068510930244011
"Streptococcus.mitis.pneumoniae",1929,0.000685385975843142
"Corynebacterium.freneyi.xerosis",592,0.00068605089307288
"Deltaproteobacteria.Phycisphaerae",667,0.000685230678697295
"Actinobacillus",59,0.000683414102725324
"Actinobacteria_.actinobacteria..Euryarchaeota",62,0.000682862776985968
"Enterobacter_kobei.Klebsiella_aerogenes",742,0.000681174508415343
"Bacillus.cereus.group",246,0.000680938051485665
"Odoribacter",1337,0.000679048312383266
"Fusobacterium.gonidiaformans",865,0.000679010775037307
"Duodenibacillus.massiliensis",711,0.000678939833244886
"Pseudoramibacter.alactolyticus",1658,0.000678801981699099
"Clostridiales.Family.XIII..Incertae.Sedis",522,0.000677871622393998
"Candidatus_Pelagibacter.Rubellimicrobium",433,0.000677667560103936
"Sutterella",1953,0.000677437157790196
"Rahnella",1680,0.000677083958528702
"Gemmiger",887,0.0006770401882326
"Escherichia.fergusonii",773,0.000676312487521509
"Enterobacter.asburiae",732,0.000675763900377886
"Halomonas.ventosae",926,0.00067174162854278
"Marseillibacter",1147,0.000672001546942642
"Aquirufa",210,0.000670586452376162
"Pseudomonadales.Acidimicrobiales",1617,0.000669479002315798
"Anaerococcus.rubeinfantis",179,0.000669169549179579
"Mageeibacillus",1137,0.00066848598653613
"Prevotella.pallens",1562,0.000668165482271355
"Chloroflexi_.Chloroflexi..Tenericutes",479,0.000668165935304514
"Prolinoborus_fasciculus.Acinetobacter_lwoffii",1586,0.000668195653380906
"Vallitaleaceae",2034,0.000668097072312034
"Escherichia_coli.Shigella_dysenteriae",774,0.000667629514923107
"Peptoniphilus.grossensis.lacydonensis",1451,0.000667741142693445
"Aggregatibacter.segnis",118,0.000664908506648915
"Hydrogenophaga",956,0.000663785516748272
"Kallipyga",984,0.000663882495840186
"Rhodoluna.lacicola",1709,0.000663639191487839
"Blastomonas.natatoria",330,0.000663142258316623
"Granulicatella.elegans",906,0.000663422066588159
"Acinetobacter.bereziniae.guillouiae.junii",39,0.000663288486287466
"Acinetobacter.radioresistens",55,0.000662645670540043
"Alphaproteobacteria",152,0.000662661544951132
"Parvimonas.micra",1415,0.000663900424826676
"Hymenobacteraceae.Acetobacteraceae",961,0.000661416873260616
"Dorea.formicigenerans",704,0.000661844883542362
"Fretibacterium",854,0.000660953711300878
"Enterococcus",751,0.000659995404749634
"Streptococcus.equinus.pasteurianus",1921,0.000660103148636646
"Alteromonas",159,0.000659906497722008
"Spiroplasma.Prevotella",1868,0.000659638730766105
"Fenollaria",816,0.000659066004472545
"Prevotella.saccharolytica",1564,0.00065721897956727
"Selenomonas.noxia",1778,0.000656838748322134
"Rothia.mucilaginosa",1738,0.000656295259381767
"Rhodospirillales.Desulfobacterales",1715,0.00065615546553707
