"","id","score"
"unclassified.Clostridiales",1076,0.001297729779865
"Afipia",51,0.00128875182585349
"Eubacterium",395,0.00129563305934526
"Peptoniphilaceae.Tissierellaceae",764,0.00128403601754716
"Actinomycetaceae",36,0.00124425108705193
"Butyrivibrio",187,0.00123779018592468
"Sphingomonas",949,0.0012413413997168
"Planctomycetes..Planctomycetes.",784,0.0012473803730608
"Planctomycetes_.Planctomycetes..Euryarchaeota",787,0.00124754806305757
"Ochrobactrum",697,0.00124304652066894
"Jeotgalicoccus",518,0.00121336063694559
"Ndongobacter",670,0.00121632961255247
"Levyella",575,0.00120925777785106
"Gammaproteobacteria.Alphaproteobacteria",453,0.00119906579335508
"Achromobacter",10,0.00119300786810962
"Capnocytophaga",215,0.00118880855496135
"Staphylococcus",968,0.00119311173150891
"Bacillus..firmicutes.",132,0.0011841779259702
"Delftia",327,0.00117206344143257
"Candidatus.Planktophila",209,0.00116644250610784
"Saccharofermentans",908,0.00115779894490627
"Geminicoccaceae",457,0.00116130424440645
"Rhodobacteraceae.Phyllobacteriaceae",879,0.00116296500475243
"Synergistaceae",986,0.00116075358739047
"Lachnospiraceae.Hungateiclostridiaceae",546,0.00116174921259929
"Lactobacillales",553,0.00115345200172523
"Neisseriaceae",676,0.00113532659533411
"Acidovorax",19,0.00112654568748148
"Peptoniphilaceae",762,0.0011212621235549
"Parachlamydiaceae",742,0.00111112506977283
"Peptococcus",761,0.00111017851172192
"Bosea..a.proteobacteria.",168,0.00111341308497976
"Pseudopropionibacterium",855,0.00111615869949254
"Enterobacter.Escherichia",374,0.0011143616453195
"Eikenella",366,0.00111592880207657
"Fluviicola",437,0.00110707700485449
"Lachnoanaerobaculum",534,0.00110839751460908
"Phycisphaerae",780,0.0010947274098266
"Cryptobacterium",306,0.0010733822665936
"Casaltella",222,0.00107679976763001
"Modestobacter",639,0.001068829453789
"Brachymonas",170,0.00104824851139207
"Granulicatella",474,0.00103575858349121
"Terrisporobacter",1006,0.00103827151516242
"Micrococcaceae.Parachlamydiaceae",629,0.00104279004924286
"Peptoniphilus",765,0.00105790988143557
"Catenibacterium",225,0.00105277740794961
"Dermacoccus",331,0.00104133501626452
"Serratia",922,0.00102912796061244
"Rhodobacteraceae.Cardiobacteriaceae",877,0.00103192283600881
"Desulfatiglans",333,0.00102740463242694
"Bacilli",131,0.00101332972301396
"Peptostreptococcus",769,0.00101061219626586
"Gulosibacter",476,0.00100947959277942
"Clostridium.Tindallia",281,0.00101167285506788
"Pelomonas",756,0.000995034477528174
"Enterobacter",373,0.000984077090650133
"Methanobrevibacter",614,0.000983474620003466
"Hungateiclostridiaceae",496,0.000980899409858805
"Oligella",702,0.000983452632085152
"Cloacibacterium",265,0.000973150133749786
"Sediminibacterium",916,0.00097512017848938
"Khoudiadiopia",522,0.00097555369838377
"Methylobacillus",615,0.00095506033384308
"Clostridiaceae.Ruminococcaceae",270,0.000948983099062965
"Prevotellaceae.Bacteroidaceae",815,0.000949116320496481
"Dialister",345,0.000946750183790565
"unclassified.Lachnospiraceae",1078,0.000940080833093417
"Muribaculaceae",654,0.000939821727148898
"Gemella",456,0.000943475947641954
"Caldicellulosiruptor",189,0.000944806559553366
"Methylorubrum",622,0.00092791195001372
"Hungatella",500,0.00092242158935137
"Rubrobacteria",902,0.000921906121743517
"Tumebacillus",1029,0.000916739423820965
"Azospira",125,0.00091764304057354
"Alloprevotella",75,0.000912959785329953
"Holosporaceae",490,0.000905695860015079
"Lactobacillus",554,0.000921307956615405
"Bacteroidetes.Chlorobi.group",147,0.000890315071075665
"Vallitalea.Corynebacterium",1043,0.000875695667284945
"Alicyclobacillaceae",68,0.000866405283689465
"Conchiformibius",288,0.000858762127212112
"Mageeibacillus",588,0.00086144840188023
"Shigella",924,0.0008578861827916
"Alloscardovia",80,0.000859834153235864
"Chlamydiia",240,0.000855514894412712
"Leadbetterella",564,0.000855328110866941
"Spartobacteria",939,0.000854532095117242
"Desulfovibrio",342,0.000856802851590509
"Porphyromonas.Prevotella",811,0.000849193394162038
"Pseudarcicella",839,0.000840484011336302
"Fusicatenibacter",447,0.000843278508548831
"Propionimicrobium",828,0.000840135534048171
"Proteobacteria.Chloroflexi_.Chloroflexi.",832,0.000838279210285871
"Trueperella",1027,0.000839283294614712
"Brevundimonas",175,0.000839531661440331
"Cytophagaceae",316,0.000825617433491226
"Agrobacterium",59,0.000819386490753391
"Colibacter",282,0.000818093148108742
"Bacteroides",144,0.000817254360370624
"Haematobacter",478,0.000817870061587803
"Abiotrophia",3,0.000790477630812696
"Kingella..b.proteobacteria.",524,0.000786660696865663
"Syntrophococcus",990,0.000787803973754247
"Cyanobacteria.Melainabacteria.group",312,0.000787519001473572
"Neisseriales",677,0.000779002491416363
"Caulobacter",227,0.000777202270337409
"Verrucomicrobiales",1055,0.000775457387826234
"Cyanobacteria",311,0.00077553178498423
"Rhodobacteraceae",876,0.000767595098796481
"Duncaniella",353,0.000764971518736979
"unclassified.Bacteroidales",1074,0.000754139574829493
"Lautropia",561,0.000756439891406037
"Dorea",350,0.000757995947333149
"Burkholderia",181,0.00075774791348438
"Sutterella",984,0.00074880036241947
"Stenotrophomonas",972,0.000748668831913408
"Christensenellaceae",252,0.000755279585692594
"Slackia",933,0.000746613503103929
"Eggerthia",364,0.000740839704777651
"Facklamia",408,0.000741819062846045
"Pseudomonas",851,0.000738289702317464
"Lactococcus",556,0.000740429828471129
"Desulfobulbus",341,0.00073639711277452
"Mediterraneibacter",604,0.000736328836867143
"Oligoflexia",703,0.000728237499490959
"Alysiella",88,0.00072849201094479
"Actinobacillus",22,0.000728730333395173
"Bifidobacteriaceae",158,0.000725904298137627
"Enterococcus",380,0.000725434353426232
"Kallipyga",521,0.000725016456018894
"Solirubrobacterales",937,0.000717865148102675
"Ruthenibacterium",907,0.000716783105927039
"Lysobacter",586,0.000716118141756881
"Actinomyces.Corynebacterium",31,0.000714552752844592
"Olsenella",708,0.000713423758162144
"Catonella",226,0.000708326395806531
"Solirubrobacter",936,0.000699916818418145
"Kluyvera",527,0.000701232035790046
"Exiguobacterium",404,0.000700429368461698
"Chryseobacterium",257,0.00069902419613801
"Flavobacteriales",426,0.0006968741841866
"Moryella",649,0.000699311666291387
"Brochothrix",176,0.000699410194772476
"Tannerella",992,0.000697922902029211
"Moraxella",644,0.000686423528922332
"Bacteroidales",139,0.000686089750993432
"Actinobacteria_.actinobacteria..Euryarchaeota",25,0.0006841295837234
"Pseudoramibacter",856,0.000682577857522778
"Blautia",167,0.00067921962304001
"Succiniclasticum",982,0.000678881400368992
"Trichococcus",1025,0.000679738557075325
"Undibacterium",1036,0.000678163967442642
"Marinomonas",595,0.000673073290620059
"Phreatobacter",779,0.000672265118588065
"Enterobacter.Klebsiella",375,0.000670460991908864
"Fenollaria",416,0.000672084805348795
"Aquamicrobium",105,0.000671411692782227
"Chloroflexi..Chloroflexi.",243,0.000672408630744992
"Pseudoglutamicibacter",847,0.000668888089051888
"Ihubacter",511,0.000667800046652323
"Alteromonas",87,0.000667886095754337
"Merdibacter",609,0.000658600984829208
"Deltaproteobacteria.Phycisphaerae",329,0.000658123917864569
"Clostridium",278,0.000659258234663245
"Alphaproteobacteria.Erysipelotrichia",83,0.000656412455484648
"Howardella",495,0.000655760232711396
"Parvimonas",748,0.00065589346503051
"Chroococcales",254,0.000655849061242899
"Eubacterium.Coprococcus",397,0.000654820774224373
"Fretibacterium",443,0.000650958478565453
"Rahnella",864,0.000649597639009268
"Anaerotruncus",100,0.000645968854768685
"Carnobacteriaceae",220,0.00064570568067502
"Prolinoborus.Acinetobacter",825,0.000645397654304899
"Acidimicrobiales",14,0.000641111843654731
"Leptotrichia",568,0.000640719086117246
"Allofustis",73,0.00064174052787686
"Alphaproteobacteria",81,0.000641320825894882
"Candidatus_Pelagibacter.Rubellimicrobium",214,0.000638391352755895
"Pseudomonadales.Acidimicrobiales",850,0.00063852174248689
"Planococcaceae",794,0.000636440422503389
"Burkholderiaceae",182,0.000637051378219832
"Blastomonas",165,0.000636216568299667
"Marseillibacter",597,0.000634421836325864
"Schwartzia..firmicutes.",915,0.000634038534934807
"Massilistercora",602,0.000633927137005205
"Faecalicatena",411,0.000630040560233211
"Porphyromonas",809,0.000627178024138835
"Flaviflexus",423,0.000627738941720591
"Shewanella",923,0.000626670530929939
"Kocuria",530,0.000622111738119677
